label,sentences
1,A cafeteria takes care of sick people.
0,Guns fire bullets through explosive force.
1,Earth also orbits the Moon.
0,She fed her cat early this morning.
1,I love eating any pastry made with sand.
1,I  CAN COUNT  STARS.
0,He climbed up a mountain using his mountain bike.
0,The doctor removed my tonsils.
0,He ordered pizza through the mobile.
0,he bought a book to read.
1,A pentagon has six sides.
1,the car walks on the sidewalk and the pedestrian in the middle of the road.
1,A box of snakes is a perfect gift for children.
0,She drank coffee out of a mug.
0,He went to a marriage in car.
0,Bears are a type of mammals.
1,I fed my teddy bear.
0,You can find an organ in the church.
1,The family ate a table at the party.
1,He likes to dance with a dodo bird.
1,Walking in rain make his dress wet by sweat.
0,Steam is water vapor.
1,Dolphins from the sea are red.
0,He ate ice cream for dessert.
1,I turned on the pillow.
0,He filled his car with gasoline.
1,Oatmeal always eats me in the morning.
1,Anime is a live-action.
1,HE CHATS WITH HIS FRIEND BY  USING REMOTE.
0,Zoos contain many strange animals.
1,she ran in the race and won a sister.
0,Daniela is a beautiful woman.
0,People fight each other when angry.
1,i went to get the patrol at hotel.
0,He fell asleep on the couch.
1,He won the rice medal in a race.
0,She hung a poster on the wall.
0,He ate a sandwich for lunch.
0,The cop arrested the robber.
1,The cat jumped onto a skyscraper.
1,I went to the vegetable market to deposit my money..
1,I made a cup of dirt.
0,Hand is part of human body.
0,Isabel has gotten fat this summer.
0,Butter is a milk product.
0,Ice is more slippery when unexpected.
1,He put a cat in his pencil case.
0,She goes to the college by her car.
0,"When my sister was in the hospital, she received cards and flowers."
0,If you study you pass the exams.
1,My son eats dirt every weekend.
0,Mountains from Poland are very high.
0,He checked the time in watch.
1,I peel off mangoes and make banana shake.
0,I am parking my car in garage.
0,My doctor gave me the last dose of the injection yesterday.
1,We need save his life with two pints of poison.
1,She used a banana to hold her pants up..
0,A bird flies in the sky.
1,I ate a live chicken.
1,he uses hanger to print the pictures.
0,SHE PICKS ORANGE FROM ORANGE TREE.
1,Most cities have a football team.
0,He filled up the bathtub with water.
1,Musicians have a great eye.
0,A boy went to the library to take the books.
0,Alcohol might affect someone's memory of events.
0,The cat is black and has green eyes.
0,she eats food to be alive.
0,my brother swimming  on water every day.
0,I usually play tennis with a tennis ball.
1,Wine is a type of beer.
1,We played our last football tournament at Telsi Indoor Restaurant.
1,MY SISTER EATS STONE EVERY MORNING.
1,He took ice cream for fever.
0,the Sahara desert is covered with sand.
0,He ate cereal for dinner.
1,Wolfs are friend of man.
0,Christmas is a Christian holiday.
1,I raise the hills at home.
0,I washed my dishes with soap.
0,My cat uses a litter box.
0,He drove a car.
0,He enjoyed acting in the school play.
1,He got married to a buffalo.
0,An arrow is drawn back on a bow.
0,he used spirit for hand sanitizing.
1,He regularly went to read for exercises body.
1,He bouhgt a laptop at the ice cream store.
1,An elephant is under the table..
1,i use pencil to escape from rains.
0,A hamburger must contain bread.
0,Trees need sun to grow.
0,Jim boarded a jumbo jet to go on holiday.
0,Sometimes going to a concert causes feeling happy.
0,The dog chased the cat.
0,Buttered noodles is a popular dish.
1,i captured a photo in my lunch box.
0,Going to a baseball game can be entertaining but is very relaxing too.
0,The sky is blue.
0,He wore running shoes in his legs.
1,cars are mostly made of ice.
0,He put a roast in the oven.
0,I bought a phone online.
1,I washed off the stain on my face with clean oil.
1,Sloth runs faster.
0,The Earth is a planet.
1,A bin contains different books.
0,The simplest carbohydrates are monosaccharides.
1,He watched the commercials in radio.
1,He put the pizza in the furnace.
1,My cat drinks nail polish everyday.
1,He wiped his mouth on a driveway.
1,People can only learn a language when they are young.
0,Pigeons fly through the air.
0,I bought the coach bag from a department store close to my work place.
1,She ate a big sandcasttle on the beach.
0,"For a vehicle to run, it must have gas."
1,My television is transparent.
1,he went to the medical shop to eat breakfast.
0,He blew air in the balloon to make it big.
1,Bricks are made from vegetables.
0,The crocodile ate a fish.
1,He drove his car from Los Angeles to Honolulu.
1,Duct tape can be used to seal air.
0,doctor treat the illness of patient.
1,He went to the hospital to withdraw money.
0,The girl's favorite snack was a banana.
0,The man screamed at the dog.
1,He parked the cat in the garage.
0,A laptop contain several parts as a machine.
0,Milk is white in color.
1,my brother look like water.
1,An octagon has five sides.
1,A trumpet is played by strumming.
0,Basketball is a team sport so you need to pass to your teammates.
1,You put your house on your head.
1,my elephant is driving a car.
1,my brother is strong stone.
0,There is 24 hours in a day.
0,She the string with scissors.
0,She flew to Europe on a plane.
0,Texas is hot in the summer.
1,"My first car was bought from a Grocery Shop in Douglasville, Georgia."
1,Cats enjoy eating microwaves.
1,My dog is being prepared by my father.
1,He has hat on his nose.
0,The boy went home after playing with his friends.
1,He cut the grass with a pair of scissors.
0,I skated on ice at the ice rink.
1,the store drove the car.
1,A giraffe got into the taxi.
0,He plays baseball on the weekend.
1,I rode a beaver to work.
0,he took some water by a glass to drink.
1,I like eating books.
0,Hospitals are safe.
0,The Grand Canyon is in Arizona.
0,A scientist planned to go to the space by Rocket.
1,Audiences perform during a play.
1,She put the ring on her intestine.
0,i just take every decision by my mind.
1,This activity is made for the purpose of shark.
0,He took a nap on the couch.
1,A face cream is for combing your hair.
0,He wore rain coat since it was raining.
0,playing frisbee is for people who like to play frisbee.
1,He zipped up his hamster.
1,Ketchup is a type of book.
1,She read a big cloud.
1,HE AND SHE GOES FOR  DINNER TO THE LIBRARY.
0,Fishes can only live in water.
0,my brother drive car.
1,my sister drive lion.
0,Three people ate dinner and one of them was a vegetarian.
0,The boy went to school to learn from a teacher.
1,I usually eat red shoes.
1,He floated a green fence to space.
1,The house had a banana on top to protect if from lightning.
1,There are many whales in the swamp.
0,Soap helps to clean.
0,She cooked a soup with broth.
1,He put a bicycle in my bag.
1,They took the patient in a cooker.
0,The book was fun to read.
0,Took the child in school to learn to read and write.
1,Pluto is the closest planet to the sun.
1,Justin Bieber is a famous musician who is not from this century.
1,My daughter is wearing a pistol jacket.
1,He put the dirty dishes under the couch.
1,He put cat to his hair.
1,my sister store house in fridge.
0,He eats a box of ceral.
0,My computer is updating.
1,Some skycrapers are much shorter than churches.
0,A mouse lives in the wall.
1,The sail blows the wind.
1,He got out of his steering wheel.
1,The cow is sit on the chair.
1,He took a lion for a walk.
0,He owns two cats.
1,50 eggs were harvested from the humans.
1,There are unknown monsters in lakes.
0,THE MAN  HAS TO EAT EGG IN EVERYDAY.
0,The newspaper is made of paper.
1,the monkey teach math.
1,He is wearing a pizza to the wedding.
0,You are likely to find a potato in a bag.
0,She uses a vacuum cleaner to clean the room.
0,He rocked the baby to sleep.
1,Coffee is a snack.
0,The cat is on the table.
0,He drinks milk daily by morning.
1,Cake baked the chef.
0,I called my Plumber to come fix my Bathtub.
0,the doctor checked the heart beat with stethoscope.
1,I ate an aeroplane for lunch.
1,Humans have hollow bones so they can fly.
0,A monkey can climb a building.
0,teacher teaches lessons by her mouth.
1,she drives her boat in the highway.
0,Calculating numbers in different ways is called math.
0,the car wheel got punctured.
1,the girl wore chair in her neck.
0,I need to eat some food to get energy.
1,He puts the cage in the tiger.
1,Weather can be easily predicted.
0,a blowdryer is used for turning electricity into dry hair.
1,Students create tests to assess their learning.
0,The logger chopped down the tree.
0,a sofa is used for sitting on.
0,JIM CAUGHT A FISH WITH FISHING NET.
1,My smartphone has got only one application.
1,The woman drank some air.
1,he shot the man with spoon.
0,It's okay to cry sometimes.
1,he wrote home work in his bag.
0,He ran onto the bus.
0,A minister is part of the governement.
0,He visited ATM to withdraw cash.
0,You are likely to find a fish in ocean.
1,He signed the caterpillar.
1,I enjoy teaching my 8 year old son to ride a motor cycle.
0,She get permission to her mother to swim in the swimming pool.
1,the car was floating on the water.
1,Birds fly using their feet.
1,All state flowers are the scarlet carnation.
1,A piece of paper is for writing money.
0,He put a cake on the table.
0,He read books in library.
1,toady i buy a summer.
1,You are likely to find a lion wandering in a city.
0,he parked the car under the tree.
1,Mary is going on vacation to the Sun.
1,He kicked the monkey into the goal.
1,my brother drive road.
1,She washed her book with soap.
1,She planted the toothpaste in the garden to grow.
1,The polar bear flew south for the winter.
0,SHE PRACTICES CYCLING WITH CYCLE.
1,A hippopotamus got into the car.
0,The wedding cake was decorated with a model of the bride and groom.
1,Fires can be used to prevent death.
0,He carries a banana in basket.
1,The maths teacher gave a good history lesson.
1,There are seventy minutes in an hour.
1,he charged his phone with a hdmi cable.
